Station Name,Date (Local Standard Time),Air Temp. Min. (°C),Air Temp. Max. (°C),Air Temp. Avg. (°C),Humidity Avg. (%),Precip. Accumulated (mm),Precip. (mm),Wind Speed 2 m Avg. (km/h),Wind Speed 10 m Avg. (km/h),Wind Dir. 10 m Avg. (°),Precip. Long Term (mm),Air Temp. Avg. Long Term (°C),Air Temp. Avg. Min. Long Term (°C),Air Temp. Avg. Max. Long Term (°C),Growing Degree Days Long Term (base 5°C) (GDD),Corn Heat Units Long Term (CHU),Frost Probability 0°C (%),ET. Std-Grass (mm),Growing Degree Days (base 5°C) (GDD),Corn Heat Units (CHU),Potato Heat Units (PHU)
Seven Persons IMCIN,2006-10-19,1.075,14.54,6.359,69.079,668.19,0.5,,12.49,165.771,590.9,6.7,-0.6,14,1776.8,2632.6,100,,"1,933.24","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-20,0.761,5.33,2.796,91.238,675.29,7.1,,18.852,238.815,591.4,6.4,-0.7,13.4,1779.5,2638.9,100,,"1,933.24","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-21,-3.212,4.742,1.359,88.879,677.29,2,,13.539,207.102,592.1,6.2,-0.4,12.7,1782.1,2644.5,100,,"1,933.24","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-22,-4.115,10.69,2.603,76.474,677.29,0,,10.469,223.3,592.4,5.6,-1.3,12.6,1784.4,2650,100,,"1,933.24","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-23,-1.449,11.89,3.824,73.549,677.29,0,,16.418,256.56,592.7,5.8,-1.5,13,1786.8,2655.7,100,,"1,933.46","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-24,-0.198,16.31,6.068,64.777,677.29,0,,19.322,230.6,593.2,5.7,-1.2,12.6,1789.2,2661.4,100,,"1,936.51","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-25,-2.989,11.17,3.428,75.685,678.19,0.9,,15.658,262.521,593.5,5.6,-1.5,12.8,1791.4,2666.7,100,,"1,936.51","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-26,-1.467,12.49,5.396,60.487,678.19,0,,25.756,226.546,594.6,5.4,-0.7,11.4,1793.8,2671.6,100,,"1,937.02","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-27,-2.239,10.23,2.667,71.277,678.19,0,,8.426,132.906,595.5,3.9,-2.7,10.4,1795.4,2676.2,100,,"1,937.02","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-28,-3.561,11.62,4.038,74.061,678.19,0,,7.788,128.66,595.7,3.4,-3.2,10.1,1797.2,2680.5,100,,"1,937.02","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-29,-8.34,1.324,-4.093,86.63,680.08,1.89,,24.578,38.356,596.4,2.7,-4,9.3,1798.8,2684.2,100,,"1,937.02","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-30,-19.02,-5.393,-9.954,77.634,680.69,0.61,,19.403,269.934,597,2.7,-4.2,9.6,1800.1,2687.7,100,,"1,937.02","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-31,-18.11,-2.739,-9.405,76.143,680.69,0,,18.749,278.3,597.8,2.3,-4.2,8.8,1801.4,2691.3,100,,"1,937.02","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-01,-16.09,-3.713,-9.934,80.766,680.69,0,,9.631,274.098,598,1.7,-4.4,7.8,1802.5,2693.7,100,,"1,937.02","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-02,-17.08,-1.285,-8.192,80.8,682.29,1.6,,4.742,140.205,598.3,1.9,-4.4,8.2,1803.7,2696.6,100,,"1,937.02","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-03,-6.791,7.4,-0.457,85.842,682.38,0.09,,11.766,153.558,598.7,2.1,-4.7,8.9,1804.7,2699.7,100,,"1,937.02","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-04,-6.1,9.8,1.855,81.183,682.38,0,,14.715,239.347,599.3,2.4,-3.9,8.8,1805.9,2702.7,100,,"1,937.02","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-05,-0.448,15.4,8.648,60.427,682.38,0,,28.276,254.425,600,1.4,-4.6,7.5,1806.9,2705.2,100,,"1,939.50","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-06,-3.459,13.25,5.625,86.952,683.99,1.61,,13.077,191.946,600.4,0.9,-5.4,7.2,1807.6,2707.7,100,,"1,939.50","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-07,10.33,16.03,12.608,77.354,683.99,0,,18.513,240.117,600.6,0.9,-4.9,6.7,1808.4,2709.8,100,,"1,947.68","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-08,-0.599,11.99,3.368,81.246,684.08,0.09,,18.187,187.915,600.9,0.2,-5.9,6.3,1808.7,2711.2,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-09,-5.757,-0.599,-4.593,84.075,684.19,0.11,,20.82,70.037,601.2,-0.4,-6.1,5.3,1809.1,2712.7,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-10,-4.851,6.977,1.295,66.531,684.29,0.1,,19.653,169.759,601.5,-0.4,-6.1,5.3,1809.7,2714.5,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-11,-3.613,4.531,0.623,74.671,684.29,0,,16.168,261.202,602.1,-1.2,-7.3,4.9,1810,2715.6,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-12,-5.734,6.912,0.345,72.073,684.29,0,,17.5,233.963,602.6,-1.6,-7.5,4.3,1810.5,2716.9,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-13,-3.318,9.11,3.751,54.578,684.29,0,,29.368,229.275,603,-0.6,-6.3,5.1,1810.8,2717.8,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-14,-10.24,-1.825,-6.881,78.297,684.29,0,,15.744,284.875,603.5,-1,-7.1,5.1,1811.1,2718.8,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-15,-5.479,11.04,3.928,46.958,684.29,0,,32.448,215.458,603.9,-0.4,-6.3,5.5,1811.7,2720.2,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-16,-3.523,11.46,4.917,53.297,684.29,0,,26.765,193.92,604.5,-0.6,-6.5,5.3,1811.7,2721.5,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-17,-7.1,7.84,-1.327,59.354,684.29,0,,16.643,237.875,605.1,-1.9,-7,3.2,1811.7,2722.3,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-18,-6.33,9.13,-0.373,59.544,684.29,0,,18.482,250.869,605.9,-2.7,-8.4,3,1811.7,2722.7,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-19,-5.723,10.82,4.584,45.642,684.29,0,,30.108,213.569,606.4,-3.4,-9.4,2.6,1811.7,2723.5,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-20,-3.278,12.94,5.829,62.976,684.29,0,,17.007,239.858,606.7,-3.5,-9.1,2.2,1811.7,2724.5,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-21,-2.805,13.22,5.038,61.378,684.29,0,,20.938,232.121,607.2,-4.4,-10,1.2,1811.7,2725.1,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-22,-8.21,6.734,-6.112,79.025,684.29,0,,16.712,163.815,607.6,-5.3,-10.8,0.1,1811.7,2725.5,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-23,-13.9,5.797,-7.343,76.919,684.38,0.09,,17.675,239.073,608.1,-5.3,-11.6,1.1,1811.7,2725.8,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-24,-16.67,-12.67,-14.14,76.062,684.69,0.31,,14.986,229.884,609.3,-4.8,-10.2,0.7,1811.7,2726,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-25,-21.83,-15.48,-18.485,78.52,686.08,1.39,,10.171,43.727,610.3,-5.5,-10.7,-0.2,1811.7,2726.3,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-26,-25.23,-15.56,-18.463,82.483,690.69,4.61,,11.189,166.379,611.2,-6.3,-11.5,-1,1811.7,2726.7,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-27,-22.25,-15.58,-17.96,81.179,694.08,3.39,,24.477,259.737,611.7,-6.3,-12,-0.6,1811.7,2726.8,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-28,-26.16,-22.25,-24.273,68.977,694.29,0.21,,28.469,314.208,612.3,-5.9,-11.5,-0.3,1811.7,2726.9,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-29,-27.88,-10.37,-20.331,66.404,694.29,0,,20.338,250.685,612.6,-5.6,-11,-0.1,1811.7,2727,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-11-30,-10.54,-1.376,-4.544,72.702,694.29,0,,34.437,255.85,613.1,-5.3,-10.9,0.3,1811.7,2727.3,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-01,-19.58,-5.323,-12.266,77.163,694.69,0.4,,19.774,316.571,613.7,-6.4,-11.9,-0.8,1811.7,2727.6,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-02,-24.32,-11.16,-18.8,76.586,694.69,0,,8.774,251.788,614.2,-6.6,-12.3,-0.9,1811.7,2727.7,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-03,-11.43,0.234,-4.875,81.35,695.08,0.39,,16.278,221.67,614.6,-6.8,-12.5,-1,1811.7,2727.8,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-04,-9.07,4.508,-1.596,78.691,695.08,0,,22.676,238.067,615.1,-6.8,-12.6,-0.9,1811.7,2728.2,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-05,-11.71,3.126,-1.645,76.352,695.29,0.21,,17.159,278.179,615.5,-6.8,-12.3,-1.4,1811.7,2728.3,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-06,-12.46,-6.11,-9.169,83.375,695.38,0.09,,12.994,136.749,615.9,-7.5,-12.8,-2.2,1811.7,2728.5,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-07,-6.413,1.072,-2.165,79.029,695.38,0,,22.37,243.425,616.3,-8.8,-14.1,-3.5,1811.7,2728.5,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-08,-0.59,7.41,4.442,61.565,695.38,0,,22.278,239.804,616.4,-8.1,-13.9,-2.3,1811.7,2728.5,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-09,-7.04,5.875,-0.382,80.042,695.38,0,,10.284,101.265,616.6,-7.5,-13.3,-1.8,1811.7,2728.6,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-10,-8.07,4.141,-0.909,77.44,695.38,0,,15.341,246.067,617.2,-7.4,-13.1,-1.6,1811.7,2728.6,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-11,-2.599,5.917,1.503,71.667,695.38,0,,26.394,225.808,617.7,-6.9,-12.5,-1.2,1811.7,2728.6,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-12,-2.007,7.65,3.602,62.452,695.38,0,,31.221,256.104,618,-7.1,-12.7,-1.6,1811.7,2728.7,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-13,-4.58,8.64,2.776,59.983,695.38,0,,32.635,246.388,618.4,-7.7,-13.2,-2.2,1811.7,2728.9,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-14,-2.999,6.166,2.467,52.188,695.79,0.41,,26.294,257.362,618.9,-7.3,-12.9,-1.7,1811.7,2729.2,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-15,-1.847,6.287,2.845,67.235,696.08,0.29,,38.281,247.037,619.4,-7.5,-13.5,-1.5,1811.7,2729.6,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-16,-11.57,-0.864,-3.878,62.082,696.19,0.11,,33.69,318.929,619.8,-7.1,-12.7,-1.5,1811.7,2729.9,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-17,-14.02,-1.32,-8.886,70.238,696.29,0.1,,15.913,248.19,620.4,-7.4,-13.1,-1.8,1811.7,2730,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-18,-11.96,5.218,-3.586,60.55,696.29,0,,24.746,234.138,620.8,-9,-14.4,-3.6,1811.7,2730.1,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-19,-8.22,5.862,0.091,58.654,696.29,0,,24.14,235.487,621.2,-8.8,-13.8,-3.8,1811.7,2730.3,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-20,-7.32,4.118,-1.064,65.219,696.29,0,,23.772,235.429,621.7,-9.1,-14.5,-3.7,1811.7,2730.4,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-21,-2.148,8.52,2.476,52.51,696.29,0,,26.61,242.004,622.4,-9.7,-14.8,-4.5,1811.7,2730.4,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-22,-8.42,5.115,-1.687,58.386,696.29,0,,22.675,264.254,623,-10.4,-16.2,-4.7,1811.7,2730.6,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-23,-6.062,4.181,-0.816,55.355,696.29,0,,24.713,248.196,623.5,-9.8,-15.4,-4.2,1811.7,2730.6,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-24,-12.29,1.61,-3.224,66.745,696.49,0.2,,18.728,259.058,623.7,-8.5,-14.6,-2.3,1811.7,2730.7,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-25,-0.867,6.769,2.35,54.33,696.49,0,,24.622,246.5,624,-7.6,-13.1,-2.1,1811.7,2730.9,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-26,-6.854,6.198,-1.115,72.442,696.49,0,,13.051,220.404,624.3,-8,-13.6,-2.4,1811.7,2731,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-27,-3.788,0.582,-1.177,94.75,699.19,2.7,,11.248,93.539,625.1,-8.5,-13.5,-3.6,1811.7,2731.2,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-28,-15.56,-3.788,-5.947,89.442,701.58,2.39,,18.861,239.646,626,-10.5,-15.5,-5.5,1811.7,2731.3,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-29,-14.77,-3.507,-7.662,80.1,701.58,0,,26.934,215.225,626.9,-11,-16.2,-5.8,1811.7,2731.3,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-30,-10.14,-1.359,-5.592,74.208,701.58,0,,16.671,238.55,627.3,-11.2,-16.6,-5.8,1811.7,2731.3,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2006-12-31,-11.11,-2.74,-7.057,75.012,701.58,0,,15.874,247.1,627.7,-11,-16.6,-5.4,1811.7,2731.4,100,,"1,948.38","3,022.69","1,065.31"
Seven Persons IMCIN,2007-01-01,-15.13,4.296,-4.349,75.206,701.58,0,,27.044,243.671,628,-10.3,-16.4,-4.3,0.9,0,100,,0.9,0,0
Seven Persons IMCIN,2007-01-02,2.813,7.55,5.215,69.241,701.58,0,,31.625,231.092,628.4,-7.7,-13,-2.4,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-03,-3.365,6.502,2.753,71.634,701.58,0,,25.946,256.121,629,-10.9,-16.2,-5.7,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-04,-6.762,4.867,-0.985,73.532,701.58,0,,12.872,222.698,629.9,-11.2,-16.6,-5.9,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-05,-8.02,-0.348,-2.705,73.828,702.79,1.21,,24.298,246.08,630.9,-11.5,-16.9,-6.2,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-06,-6.029,1.025,-1.457,64.194,702.79,0,,26.464,285.638,631.2,-11.3,-16.8,-5.8,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-07,-6.892,4.687,-0.491,62.034,702.79,0,,32.73,257.533,631.9,-11.2,-16.5,-5.8,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-08,-11.13,2.77,-2.562,53.632,702.79,0,,28.185,304.321,632.5,-12.1,-17.1,-7.1,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-09,-8.9,5.36,-0.013,64.688,702.79,0,,20.392,225.425,632.8,-12.7,-18.3,-7.2,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-10,-18.71,5.604,-8.386,70.103,703.19,0.4,,36.086,263.026,633.5,-12.3,-18,-6.6,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-11,-26.93,-18.71,-23.716,70.442,703.79,0.6,,17.871,209.4,634.2,-12,-17.6,-6.3,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-12,-23.06,-12.35,-17.573,58.121,703.79,0,,20.36,242.467,634.5,-10.4,-16.5,-4.3,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-13,-17.8,-9.02,-13.387,68.576,704.08,0.29,,17.276,151.072,634.9,-9.7,-15.3,-4.1,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-14,-24.16,-10.81,-17.765,76.315,704.19,0.11,,13.385,203.994,635.8,-10.2,-15.6,-4.9,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-15,-17.62,-0.625,-8.748,71.665,704.19,0,,18.449,238.383,636.1,-9.5,-15.3,-3.6,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-16,-6.388,1.547,-2.423,63.849,704.19,0,,20.576,236.65,636.5,-9.1,-14.9,-3.2,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-17,-16.4,-1.579,-6.625,84.414,704.19,0,,16.406,300.242,637,-8.9,-14.6,-3.2,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-18,-16.85,-2.148,-10.53,78.457,704.19,0,,13.77,239.487,637.3,-9,-14.9,-3.1,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-19,-10.6,4.42,-2.904,74.216,704.19,0,,17.759,259.263,637.6,-8.2,-13.8,-2.6,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-20,-12.02,-2.015,-5.404,91.717,706.49,2.3,,8.249,121.477,638,-8,-13.7,-2.2,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-21,-15.68,-2.273,-7.133,82.68,706.58,0.09,,17.841,239.167,638.7,-8.6,-14.2,-3,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-22,-2.273,5.318,2.111,68.693,706.58,0,,28.44,275.977,638.9,-9.3,-14.8,-3.8,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-23,-3.148,6.266,1.377,76.169,706.58,0,,16.921,266.675,639.3,-8.8,-14.2,-3.4,0.9,0,100,,0.9,0,0.096
Seven Persons IMCIN,2007-01-24,-3.342,9.15,1.905,79.389,706.58,0,,16.245,239,640.6,-9.4,-14.8,-4,0.9,0,100,,0.9,0,0.451
Seven Persons IMCIN,2007-01-25,-0.486,12.56,4.292,59.495,706.58,0,,25.669,237.295,641,-10.5,-15.8,-5.2,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-01-26,-11.69,0.186,-4.084,57.116,706.58,0,,25.639,238.663,641.6,-11,-16.7,-5.3,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-01-27,-16.88,-1.513,-9.12,69.563,706.58,0,,15.133,250.3,642.3,-10.5,-16.5,-4.6,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-01-28,-7.64,2.887,-2.205,56.478,706.58,0,,21.855,319.767,642.5,-10.6,-16.3,-4.9,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-01-29,-16.94,-4.508,-10.045,77.775,706.58,0,,9.542,206.384,643,-10.5,-16.4,-4.6,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-01-30,-12.61,-1.499,-6.334,83.021,707.58,1,,28.697,231.323,643.4,-9.5,-14.9,-4.1,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-01-31,-15.36,-4.183,-8.589,83.583,707.99,0.41,,20.91,214.44,643.9,-9.4,-15,-3.9,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-01,-26.34,-5.934,-18.386,71.227,708.99,1,,23.988,215.697,644.1,-10.1,-15.5,-4.6,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-02,-23.81,-10.76,-16.081,66.919,708.99,0,,15.775,292.538,644.3,-9,-15,-3,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-03,-20.17,-4.138,-13.26,70.834,708.99,0,,5.799,242.655,644.6,-6.1,-12,-0.3,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-04,-18.72,1.797,-6.6,77.892,708.99,0,,10.895,222.255,644.9,-7.2,-13.2,-1.1,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-05,-10.3,3.174,-3.262,84.976,708.99,0,,7.524,155.033,645.3,-7.2,-13.2,-1.2,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-06,-12.5,0.98,-10.295,80.627,708.99,0,,15.722,77.108,645.5,-7.2,-13,-1.3,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-07,-15.41,-10.3,-12.59,82.487,708.99,0,,15.956,72.588,645.7,-6.9,-12.7,-1,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-08,-16.57,-13.2,-14.71,83.779,712.58,3.59,,15.913,63.689,646.1,-6.8,-12.5,-1.1,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-09,-17.48,-12.97,-15.121,84.271,714.69,2.11,,11.22,64.046,646.4,-7.7,-12.9,-2.5,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-10,-19.49,-6.804,-14.615,83.587,714.69,0,,6.258,60.64,646.8,-7.7,-13.1,-2.2,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-11,-20.47,-10.98,-13.674,86.167,716.88,2.19,,15.183,54.871,647.1,-7,-13,-1,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-12,-22.4,-14.27,-18.117,81.154,717.99,1.11,,18.642,67.143,647.5,-6.3,-11.7,-1,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-13,-27.35,-15.95,-20.142,80.242,720.08,2.09,,8.4,40.698,648.2,-6.7,-11.7,-1.6,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-14,-32.23,-10.41,-20.32,75.542,720.19,0.11,,24.144,215.3,648.4,-8.6,-13.8,-3.3,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-15,-11.98,4.823,-3.419,77.219,720.19,0,,27.674,239.087,648.7,-7.3,-13.3,-1.4,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-16,-3.67,3.602,0.789,82.417,720.19,0,,21.656,288.547,649,-7,-12.6,-1.5,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-17,-7.13,5.228,-0.444,76.764,720.19,0,,20.694,238.412,649.5,-7,-12.6,-1.4,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-18,0.609,6.55,3.253,68.351,720.19,0,,31.806,252.548,649.9,-5.8,-12.1,0.5,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-19,-4.671,5.311,0.53,73.459,720.19,0,,21.665,247.689,650,-5.2,-11,0.6,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-20,-2.716,6.942,2.508,,720.19,0,,29.233,258.203,650.3,-5.2,-10.9,0.6,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-21,-5.782,5.147,-0.936,72.433,720.19,0,,14.619,254.006,650.9,-4.7,-10.6,1.3,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-22,-8.13,1.212,-3.074,80.258,720.19,0,,13.225,122.835,651.4,-5.4,-11.1,0.4,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-23,-12.84,0.196,-4.07,87.746,720.88,0.69,,14.805,288.385,651.8,-5.8,-11.5,-0.1,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-24,-13.47,3.784,-5.027,73.112,720.88,0,,14.783,230.246,652.3,-5.2,-11.3,1,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-25,-7.18,2.498,-1.965,62.84,720.88,0,,18.011,145.855,652.6,-4.8,-10.4,0.8,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-26,-14.64,-5.823,-9.895,77.341,720.88,0,,11.446,55.748,652.9,-5.3,-11.1,0.5,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-27,-13.01,-6.073,-9.576,84.421,720.88,0,,9.866,72.295,653.8,-5.3,-11,0.4,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-02-28,-7.75,-3.213,-5.914,88.615,720.88,0,,13.112,65.674,654,-5.4,-11.2,0.4,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-03-01,-12.99,-5.246,-7.797,83.667,721.08,0.2,,13.514,88.975,654.5,-5.6,-10.8,-0.4,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-03-02,-16.07,-2.964,-9.67,77.467,721.08,0,,7.945,244.174,655.2,-5.9,-11.7,-0.1,0.9,0,100,,0.9,3.987,1.798
Seven Persons IMCIN,2007-03-03,-9.93,10.82,1.206,63.138,721.08,0,,25.723,251.567,655.6,-5.4,-11.6,0.7,0.9,0,100,,0.9,5.324,2.387
Seven Persons IMCIN,2007-03-04,-4.338,11.52,2.832,72.373,721.08,0,,20.814,198.644,656.1,-1.3,-7.5,4.9,0.9,0,100,,0.9,7.758,3.064
Seven Persons IMCIN,2007-03-05,-8.1,1.535,-3.435,87.938,721.08,0,,6.991,96.402,656.4,-4.9,-11.4,1.7,0.9,0,100,,0.9,7.758,3.064
Seven Persons IMCIN,2007-03-06,-8.33,1.656,-3.452,86.933,721.08,0,,8.241,138.497,656.7,-4.5,-10.3,1.3,0.9,0,100,,0.9,7.758,3.064
Seven Persons IMCIN,2007-03-07,1.413,16.18,6.549,66.171,721.08,0,,25.459,233.102,656.8,-3.7,-9.7,2.4,0.9,0,100,,0.9,16.444,5.885
